756 514 13960890427 10.0 0 40 4 
742 660 13960890530 8.14 1 57 7 
625 403 13960890602 10.6 2 53 5 
467 921 13960890678 6.7 3 67 10 
756 514 13960991065 10.0 0 40 4 
742 660 13960991123 8.14 1 57 7 
610 400 13960991181 10.6 2 53 5 
467 921 13960991235 6.7 3 67 10 
756 514 13961011776 10.0 0 40 4 
728 662 13961011833 9.5 1 57 6 
572 395 13961011890 8.83 2 53 6 
451 923 13961011944 11.17 3 67 6 
756 514 13961032317 10.0 0 40 4 
708 663 13961032373 11.4 1 57 5 
563 395 13961032428 8.83 2 53 6 
430 929 13961032496 8.38 3 67 8 
733 513 13961051460 8.0 0 40 5 
698 665 13961051520 9.5 1 57 6 
568 395 13961051582 13.25 2 53 4 
411 933 13961051637 7.44 3 67 9 
704 511 13961070323 6.67 0 40 6 
675 669 13961070378 9.5 1 57 6 
551 395 13961070440 10.6 2 53 5 
407 931 13961070495 9.57 3 67 7 
690 513 13961089603 6.67 0 40 6 
678 668 13961089677 8.14 1 57 7 
535 395 13961089737 8.83 2 53 6 
395 930 13961089793 9.57 3 67 7 
667 514 13961125668 6.67 0 40 6 
641 671 13961125731 11.4 1 57 5 
503 395 13961125786 10.6 2 53 5 
365 934 13961125842 8.38 3 67 8 
671 513 13961144490 5.71 0 40 7 
636 671 13961144547 9.5 1 57 6 
507 395 13961144603 10.6 2 53 5 
350 936 13961144658 7.44 3 67 9 
643 514 13961163302 6.67 0 40 6 
623 672 13961163359 9.5 1 57 6 
482 395 13961163413 8.83 2 53 6 
335 935 13961163468 8.38 3 67 8 
627 515 13961182685 6.67 0 40 6 
594 672 13961182742 11.4 1 57 5 
469 395 13961182797 13.25 2 53 4 
335 936 13961182852 9.57 3 67 7 
601 519 13961217755 8.0 0 40 5 
570 677 13961217811 11.4 1 57 5 
435 396 13961217866 10.6 2 53 5 
300 941 13961217921 6.7 3 67 10 
592 518 13961237002 8.0 0 40 5 
576 676 13961237060 11.4 1 57 5 
427 396 13961237115 8.83 2 53 6 
291 941 13961237170 8.38 3 67 8 
559 521 13961271631 8.0 0 40 5 
536 674 13961271686 14.25 1 57 4 
401 398 13961271739 10.6 2 53 5 
271 942 13961271791 11.17 3 67 6 
563 521 13961289850 8.0 0 40 5 
531 676 13961289903 11.4 1 57 5 
392 398 13961289952 10.6 2 53 5 
245 946 13961290008 7.44 3 67 9 
541 522 13961308941 8.0 0 40 5 
519 677 13961309006 11.4 1 57 5 
378 399 13961309070 8.83 2 53 6 
239 946 13961309128 9.57 3 67 7 
511 523 13961343366 8.0 0 40 5 
491 678 13961343424 11.4 1 57 5 
359 400 13961343472 10.6 2 53 5 
218 947 13961343520 8.38 3 67 8 
523 523 13961362074 10.0 0 40 4 
486 680 13961362129 14.25 1 57 4 
349 400 13961362183 10.6 2 53 5 
203 949 13961362232 7.44 3 67 9 
506 524 13961380160 8.0 0 40 5 
483 681 13961380213 11.4 1 57 5 
344 400 13961380267 10.6 2 53 5 
190 952 13961380315 7.44 3 67 9 
498 525 13961397724 8.0 0 40 5 
475 682 13961397785 11.4 1 57 5 
334 400 13961397834 8.83 2 53 6 
190 952 13961397882 6.7 3 67 10 
493 526 13961417512 6.67 0 40 6 
472 683 13961417569 11.4 1 57 5 
327 401 13961417624 7.57 2 53 7 
182 955 13961417679 6.09 3 67 11 
488 527 13961436575 6.67 0 40 6 
468 683 13961436634 11.4 1 57 5 
324 402 13961436689 8.83 2 53 6 
175 956 13961436742 6.7 3 67 10 
483 527 13961455637 6.67 0 40 6 
464 684 13961455702 11.4 1 57 5 
320 403 13961455773 8.83 2 53 6 
173 957 13961455830 6.7 3 67 10 
481 528 13961474922 6.67 0 40 6 
462 685 13961474978 9.5 1 57 6 
317 403 13961475033 8.83 2 53 6 
173 957 13961475088 6.7 3 67 10 
478 529 13961492399 6.67 0 40 6 
460 686 13961492456 9.5 1 57 6 
315 404 13961492511 7.57 2 53 7 
173 957 13961492565 6.7 3 67 10 
477 530 13961511306 6.67 0 40 6 
458 687 13961511363 9.5 1 57 6 
314 404 13961511420 7.57 2 53 7 
173 957 13961511478 6.7 3 67 10 
476 530 13961530655 6.67 0 40 6 
458 687 13961530712 9.5 1 57 6 
313 405 13961530767 8.83 2 53 6 
173 957 13961530821 6.7 3 67 10 
475 531 13961551099 6.67 0 40 6 
456 687 13961551179 9.5 1 57 6 
313 407 13961551235 8.83 2 53 6 
170 958 13961551356 7.44 3 67 9 
474 531 13961568059 8.0 0 40 5 
456 687 13961568114 9.5 1 57 6 
311 411 13961568169 8.83 2 53 6 
170 958 13961568224 7.44 3 67 9 
473 532 13961588290 8.0 0 40 5 
455 688 13961588345 9.5 1 57 6 
310 416 13961588400 10.6 2 53 5 
169 960 13961588454 7.44 3 67 9 
469 540 13961623541 10.0 0 40 4 
454 690 13961623580 11.4 1 57 5 
308 427 13961623618 10.6 2 53 5 
167 970 13961623656 9.57 3 67 7 
460 563 13961642170 13.33 0 40 3 
452 693 13961642209 9.5 1 57 6 
306 449 13961642248 10.6 2 53 5 
164 985 13961642285 6.7 3 67 10 
456 589 13961677354 10.0 0 40 4 
445 716 13961677391 11.4 1 57 5 
306 479 13961677429 13.25 2 53 4 
161 1016 13961677465 6.09 3 67 11 
457 583 13961695075 10.0 0 40 4 
440 736 13961695112 11.4 1 57 5 
306 473 13961695148 13.25 2 53 4 
