161 1011 13961695183 6.7 3 67 10 
455 597 13961713007 20.0 0 40 2 
442 730 13961713044 11.4 1 57 5 
306 486 13961713080 13.25 2 53 4 
153 1044 13961713115 6.09 3 67 11 
454 606 13961732240 13.33 0 40 3 
441 737 13961732277 8.14 1 57 7 
306 495 13961732313 10.6 2 53 5 
156 1037 13961732349 7.44 3 67 9 
453 610 13961751354 8.0 0 40 5 
437 751 13961751391 8.14 1 57 7 
303 511 13961751426 13.25 2 53 4 
153 1048 13961751462 6.7 3 67 10 
447 641 13961786477 10.0 0 40 4 
432 781 13961786514 9.5 1 57 6 
303 538 13961786550 13.25 2 53 4 
152 1063 13961786585 5.58 3 67 12 
446 649 13961804612 20.0 0 40 2 
432 777 13961804668 11.4 1 57 5 
303 533 13961804723 10.6 2 53 5 
150 1082 13961804777 6.09 3 67 11 
446 654 13961823747 10.0 0 40 4 
431 784 13961823804 6.33 1 57 9 
303 552 13961823859 10.6 2 53 5 
148 1095 13961823914 8.38 3 67 8 
446 661 13961842849 8.0 0 40 5 
429 801 13961842906 8.14 1 57 7 
301 571 13961842961 13.25 2 53 4 
148 1095 13961843015 6.7 3 67 10 
446 685 13961877985 10.0 0 40 4 
428 831 13961878036 9.5 1 57 6 
300 587 13961878090 13.25 2 53 4 
147 1114 13961878138 6.09 3 67 11 
446 702 13961894993 20.0 0 40 2 
427 835 13961895046 9.5 1 57 6 
300 587 13961895104 8.83 2 53 6 
148 1122 13961895153 6.09 3 67 11 
444 710 13961914288 10.0 0 40 4 
426 838 13961914351 8.14 1 57 7 
300 598 13961914401 10.6 2 53 5 
147 1133 13961914450 8.38 3 67 8 
444 709 13961933376 8.0 0 40 5 
424 846 13961933434 9.5 1 57 6 
299 612 13961933493 13.25 2 53 4 
147 1136 13961933547 7.44 3 67 9 
444 717 13961952425 8.0 0 40 5 
422 851 13961952487 8.14 1 57 7 
299 615 13961952536 13.25 2 53 4 
145 1143 13961952585 7.44 3 67 9 
443 724 13961988108 8.0 0 40 5 
420 857 13961988164 8.14 1 57 7 
298 622 13961988223 13.25 2 53 4 
144 1150 13961988277 6.7 3 67 10 
443 728 13962007032 8.0 0 40 5 
418 862 13962007087 8.14 1 57 7 
297 625 13962007141 13.25 2 53 4 
143 1153 13962007197 6.7 3 67 10 
442 731 13962042700 10.0 0 40 4 
416 866 13962042757 9.5 1 57 6 
296 628 13962042806 13.25 2 53 4 
142 1157 13962042854 7.44 3 67 9 
442 731 13962058880 10.0 0 40 4 
415 867 13962058936 19.0 1 57 3 
294 631 13962058990 12.5 2 25 2 
141 1160 13962059039 8.38 3 67 8 
442 731 13962089425 0.0 0 0 4 
415 867 13962089508 19.0 1 57 3 
294 631 13962089561 12.5 2 25 2 
141 1160 13962089609 8.38 3 67 8 
415 867 13962107095 0.0 1 0 3 
294 631 13962107193 0.0 2 0 2 
141 1160 13962107263 8.38 3 67 8 
141 1160 13962122561 0.0 3 0 5 
488 116 13962960288 11.5 0 46 4 
-1 -1 1414309254728 0.0 0 0 0 
488 116 13963039566 0.0 0 0 3 
