619 345 13967177223 11.33 0 34 3 
750 454 13967177333 9.4 1 47 5 
739 603 13967177406 8.0 2 56 7 
470 864 13967177473 8.78 3 79 9 
600 344 13967280178 6.8 0 34 5 
750 454 13967280233 9.4 1 47 5 
739 603 13967280287 8.0 2 56 7 
470 864 13967280341 8.78 3 79 9 
586 345 13967300640 5.67 0 34 6 
750 454 13967300695 9.4 1 47 5 
739 603 13967300750 8.0 2 56 7 
451 868 13967300805 11.6 3 58 5 
558 345 13967337070 8.5 0 34 4 
750 454 13967337131 9.4 1 47 5 
711 609 13967337188 14.0 2 56 4 
418 880 13967337246 6.44 3 58 9 
568 344 13967356138 8.5 0 34 4 
726 453 13967356194 11.75 1 47 4 
690 616 13967356249 9.33 2 56 6 
406 883 13967356362 5.8 3 58 10 
548 345 13967375441 6.8 0 34 5 
710 454 13967375501 9.4 1 47 5 
675 620 13967375555 8.0 2 56 7 
401 883 13967375610 6.44 3 58 9 
533 346 13967394763 5.67 0 34 6 
680 460 13967394822 7.83 1 47 6 
665 620 13967394880 8.0 2 56 7 
390 885 13967394953 7.25 3 58 8 
515 346 13967413806 8.5 0 34 4 
690 457 13967413864 9.4 1 47 5 
656 620 13967413919 8.0 2 56 7 
376 888 13967413980 7.25 3 58 8 
484 349 13967448787 6.8 0 34 5 
652 462 13967448844 6.71 1 47 7 
626 625 13967448899 11.2 2 56 5 
340 894 13967448952 6.44 3 58 9 
454 350 13967483943 8.5 0 34 4 
619 465 13967484000 9.4 1 47 5 
592 625 13967484055 11.2 2 56 5 
311 898 13967484110 7.25 3 58 8 
436 352 13967501440 11.2 0 56 5 
600 470 13967501496 9.4 1 47 5 
577 631 13967501551 14.0 2 56 4 
299 900 13967501605 6.44 3 58 9 
428 352 13967521090 14.0 0 56 4 
586 470 13967521146 9.4 1 47 5 
569 633 13967521201 11.2 2 56 5 
284 901 13967521297 7.25 3 58 8 
394 355 13967555723 11.2 0 56 5 
556 473 13967555787 11.75 1 47 4 
535 639 13967555843 11.2 2 56 5 
253 904 13967555897 6.44 3 58 9 
373 358 13967574935 11.2 0 56 5 
539 476 13967574991 9.4 1 47 5 
515 647 13967575043 11.2 2 56 5 
232 907 13967575098 7.25 3 58 8 
344 359 13967609231 9.33 0 56 6 
508 478 13967609291 11.75 1 47 4 
491 644 13967609341 11.2 2 56 5 
203 908 13967609390 8.29 3 58 7 
327 360 13967627755 11.2 0 56 5 
492 479 13967627814 9.4 1 47 5 
475 643 13967627864 11.2 2 56 5 
190 910 13967627913 7.25 3 58 8 
304 359 13967663120 11.2 0 56 5 
463 480 13967663181 9.4 1 47 5 
456 646 13967663230 11.2 2 56 5 
163 912 13967663279 7.25 3 58 8 
296 360 13967681727 9.33 0 56 6 
470 479 13967681786 11.75 1 47 4 
448 646 13967681836 11.2 2 56 5 
168 911 13967681885 9.67 3 58 6 
292 361 13967700333 9.33 0 56 6 
463 480 13967700392 9.4 1 47 5 
445 645 13967700442 11.2 2 56 5 
161 912 13967700490 9.67 3 58 6 
284 362 13967719535 11.2 0 56 5 
451 480 13967719597 9.4 1 47 5 
436 646 13967719647 11.2 2 56 5 
149 912 13967719696 9.67 3 58 6 
280 362 13967738890 9.33 0 56 6 
447 481 13967738945 9.4 1 47 5 
433 646 13967739000 11.2 2 56 5 
145 913 13967739048 5.8 3 58 10 
276 363 13967757426 9.33 0 56 6 
442 481 13967757488 7.83 1 47 6 
429 646 13967757538 9.33 2 56 6 
143 914 13967757586 7.25 3 58 8 
274 364 13967776601 9.33 0 56 6 
440 482 13967776666 7.83 1 47 6 
425 646 13967776716 9.33 2 56 6 
138 916 13967776765 6.44 3 58 9 
270 368 13967795184 11.2 0 56 5 
437 483 13967795244 7.83 1 47 6 
423 647 13967795300 11.2 2 56 5 
136 919 13967795355 8.29 3 58 7 
268 372 13967814579 9.33 0 56 6 
433 486 13967814641 6.71 1 47 7 
420 648 13967814696 11.2 2 56 5 
132 922 13967814751 7.25 3 58 8 
267 377 13967833613 9.33 0 56 6 
429 488 13967833670 7.83 1 47 6 
419 649 13967833726 11.2 2 56 5 
129 926 13967833780 7.25 3 58 8 
265 384 13967852557 9.33 0 56 6 
427 492 13967852614 9.4 1 47 5 
417 650 13967852669 9.33 2 56 6 
128 928 13967852726 6.44 3 58 9 
264 391 13967872049 14.0 0 56 4 
423 500 13967872105 9.4 1 47 5 
414 653 13967872161 8.0 2 56 7 
126 932 13967872215 6.44 3 58 9 
264 398 13967890065 11.2 0 56 5 
417 510 13967890121 11.75 1 47 4 
412 656 13967890176 8.0 2 56 7 
125 937 13967890231 8.29 3 58 7 
259 434 13967942277 14.0 0 56 4 
410 532 13967942332 9.4 1 47 5 
401 676 13967942401 11.2 2 56 5 
124 963 13967942459 6.44 3 58 9 
260 428 13967960271 14.0 0 56 4 
414 523 13967960327 9.4 1 47 5 
400 681 13967960387 9.33 2 56 6 
122 970 13967960441 8.29 3 58 7 
260 435 13967979082 11.2 0 56 5 
409 543 13967979139 7.83 1 47 6 
399 684 13967979200 9.33 2 56 6 
123 967 13967979255 7.25 3 58 8 
260 457 13968014307 14.0 0 56 4 
406 562 13968014380 15.67 1 47 3 
397 692 13968014433 5.6 2 56 10 
121 982 13968014481 8.29 3 58 7 
260 490 13968049383 14.0 0 56 4 
403 583 13968049442 11.75 1 47 4 
393 723 13968049497 9.33 2 56 6 
124 1011 13968049568 6.44 3 58 9 
260 477 13968068229 18.67 0 56 3 
