512 175 158 14515078 
512 175 156 14515093 
512 175 155 14515109 
512 175 153 14515109 
512 175 152 14515125 
512 175 149 14515140 
512 175 145 14515156 
512 175 139 14515156 
512 175 134 14515171 
512 175 131 14515187 
512 177 125 14515187 
512 177 121 14515203 
512 177 116 14515218 
512 177 113 14515218 
512 177 109 14515234 
512 177 106 14515250 
512 177 103 14515250 
512 177 99 14515265 
512 177 94 14515281 
512 177 89 14515281 
512 177 85 14515296 
512 177 81 14515312 
512 177 78 14515312 
512 177 76 14515328 
512 177 74 14515343 
512 177 72 14515359 
512 177 70 14515359 
512 177 69 14515375 
512 177 68 14515390 
513 177 68 14515437 
514 177 68 14515531 
512 177 68 14515609 
512 177 68 14515625 
512 179 68 14515640 
512 182 68 14515640 
512 190 68 14515656 
512 201 68 14515671 
512 222 68 14515671 
512 253 65 14515687 
512 294 65 14515703 
512 325 65 14515703 
512 357 65 14515718 
512 382 63 14515734 
512 399 63 14515734 
512 412 63 14515750 
512 422 61 14515765 
512 431 59 14515781 
512 441 58 14515781 
512 456 57 14515796 
512 480 57 14515812 
512 505 53 14515812 
512 524 50 14515828 
512 535 48 14515843 
512 539 48 14515843 
512 540 47 14515859 
512 541 47 14515906 
512 542 47 14515921 
512 542 47 14515937 
512 543 46 14515937 
512 546 46 14516000 
512 555 49 14516015 
512 564 53 14516015 
512 571 55 14516031 
512 574 57 14516046 
512 578 58 14516062 
512 579 59 14516062 
512 580 59 14516093 
512 580 60 14516187 
512 580 60 14516203 
512 579 61 14516218 
512 577 61 14516234 
512 577 62 14516234 
512 575 62 14516250 
512 573 63 14516265 
512 573 63 14516265 
513 573 63 14516328 
512 572 64 14516421 
514 572 64 14516421 
512 572 65 14516437 
512 570 66 14516437 
512 567 70 14516453 
512 563 76 14516468 
512 559 84 14516468 
512 551 96 14516484 
512 543 108 14516500 
512 530 130 14516500 
512 513 154 14516515 
512 492 182 14516531 
512 466 210 14516531 
512 441 232 14516546 
512 415 252 14516562 
512 393 269 14516562 
512 375 284 14516578 
512 354 302 14516593 
512 334 320 14516593 
512 320 336 14516609 
512 306 354 14516625 
512 290 374 14516640 
512 275 389 14516640 
512 263 404 14516656 
512 251 417 14516671 
512 237 433 14516671 
512 221 448 14516687 
512 203 464 14516703 
512 180 483 14516703 
512 160 500 14516718 
512 139 517 14516734 
512 121 533 14516734 
512 111 543 14516750 
512 103 551 14516765 
512 96 559 14516765 
512 92 563 14516781 
512 87 571 14516796 
512 84 576 14516796 
512 77 583 14516812 
512 71 589 14516828 
512 65 593 14516843 
512 62 595 14516843 
512 62 596 14516859 
512 61 598 14516875 
512 61 596 14516968 
512 61 595 14516984 
512 61 594 14516984 
512 61 591 14517000 
512 61 590 14517015 
512 61 586 14517015 
512 61 582 14517031 
512 62 577 14517046 
512 64 573 14517046 
512 65 571 14517062 
512 65 569 14517078 
512 66 567 14517078 
512 66 566 14517093 
512 66 565 14517109 
512 64 564 14517109 
512 64 563 14517125 
513 64 563 14517156 
512 64 563 14517234 
512 65 562 14517250 
514 65 562 14517250 
512 66 561 14517265 
512 71 557 14517265 
512 76 553 14517281 
512 82 549 14517296 
512 93 539 14517296 
