512 168 174 14568171 
512 166 165 14568171 
512 162 155 14568187 
512 157 141 14568203 
512 156 127 14568203 
512 154 115 14568218 
512 153 104 14568234 
512 153 95 14568234 
512 153 89 14568250 
512 152 81 14568265 
512 149 75 14568281 
512 148 70 14568281 
512 145 65 14568296 
512 145 62 14568312 
512 145 59 14568312 
512 145 57 14568328 
512 145 57 14568343 
512 145 56 14568343 
512 145 56 14568359 
512 145 55 14568375 
512 145 54 14568390 
512 145 54 14568406 
512 145 53 14568484 
512 150 56 14568500 
512 158 59 14568515 
512 164 62 14568515 
512 165 62 14568531 
512 167 62 14568546 
512 168 62 14568562 
512 168 62 14568593 
512 167 62 14568609 
512 166 63 14568625 
512 166 64 14568656 
513 166 64 14568828 
514 166 64 14568937 
512 167 64 14569000 
512 173 65 14569015 
512 183 67 14569031 
512 199 67 14569031 
512 225 67 14569046 
512 260 67 14569062 
512 301 67 14569062 
512 331 67 14569078 
512 362 67 14569093 
512 386 68 14569093 
512 407 70 14569109 
512 419 72 14569125 
512 424 72 14569140 
512 440 72 14569140 
512 462 72 14569156 
512 491 72 14569171 
512 517 72 14569171 
512 538 72 14569187 
512 552 72 14569203 
512 557 72 14569203 
512 557 72 14569218 
512 559 71 14569250 
512 561 71 14569265 
512 566 70 14569265 
512 574 69 14569281 
512 580 67 14569296 
512 582 67 14569296 
512 584 67 14569312 
512 585 66 14569328 
512 585 66 14569328 
512 586 65 14569343 
512 586 65 14569375 
512 587 64 14569421 
512 586 64 14569546 
512 586 64 14569562 
512 585 64 14569609 
512 585 64 14569609 
512 584 64 14569625 
512 583 65 14569640 
512 581 65 14569640 
512 581 66 14569656 
512 581 66 14569671 
513 581 66 14569734 
514 581 66 14569828 
512 581 66 14569875 
512 579 68 14569890 
512 578 70 14569906 
512 576 73 14569906 
512 572 80 14569921 
512 566 87 14569937 
512 558 95 14569937 
512 544 106 14569953 
512 524 121 14569968 
512 501 139 14569968 
512 479 159 14569984 
512 454 177 14570000 
512 434 198 14570000 
512 406 226 14570015 
512 377 250 14570031 
512 343 282 14570046 
512 312 314 14570046 
512 283 347 14570062 
512 252 383 14570078 
512 232 411 14570078 
512 216 430 14570093 
512 197 448 14570109 
512 183 464 14570109 
512 168 481 14570125 
512 154 495 14570140 
512 140 513 14570140 
512 122 532 14570156 
512 105 550 14570171 
512 87 573 14570171 
512 75 587 14570187 
512 66 598 14570203 
512 60 606 14570203 
512 53 615 14570218 
512 48 620 14570234 
512 45 624 14570234 
512 42 628 14570250 
512 41 629 14570265 
512 42 630 14570390 
512 48 626 14570406 
512 53 621 14570406 
512 53 617 14570421 
512 54 614 14570437 
512 55 609 14570453 
512 56 604 14570453 
512 56 599 14570468 
512 56 595 14570484 
512 56 591 14570484 
512 56 587 14570500 
512 56 584 14570515 
512 56 582 14570515 
512 56 580 14570531 
512 55 580 14570546 
