513 64 563 14517156 0.000000 -0.005702
512 64 563 14517234 0.000000 0.000000
512 65 562 14517250 0.088388 0.005524
512 66 561 14517265 0.094281 0.000393
512 76 553 14517281 0.800391 0.044132
512 82 549 14517296 0.480740 -0.021310
512 109 528 14517312 2.137829 0.103568
512 131 510 14517328 1.776584 -0.022578
512 183 463 14517343 4.672853 0.193085
512 215 431 14517359 2.828427 -0.115277
512 273 358 14517375 5.827266 0.187427
512 293 332 14517390 2.186829 -0.242696
512 321 290 14517406 3.154857 0.060502
512 335 269 14517421 1.682591 -0.098151
512 351 247 14517437 1.700184 0.001100
512 387 204 14517453 3.505019 0.112802
512 406 187 14517468 1.699673 -0.120356
512 443 161 14517484 2.826355 0.070418
512 455 152 14517500 0.937500 -0.118053
512 466 140 14517515 1.085255 0.009850
512 469 136 14517531 0.312500 -0.048297
512 474 130 14517546 0.520683 0.013879
512 480 125 14517562 0.488141 -0.002034
512 502 114 14517578 1.537297 0.065572
512 512 110 14517593 0.718022 -0.054618
512 521 104 14517609 0.676041 -0.002624
512 523 102 14517625 0.176777 -0.031204
512 524 101 14517640 0.094281 -0.005500
512 527 98 14517656 0.265165 0.010680
512 529 96 14517671 0.188562 -0.005107
512 531 92 14517687 0.279509 0.005684
512 532 91 14517703 0.088388 -0.011945
512 535 86 14517718 0.388730 0.020023
512 537 84 14517734 0.176777 -0.013247
512 541 82 14517750 0.279509 0.006421
512 543 81 14517765 0.149071 -0.008696
512 544 81 14517796 0.032258 -0.003768
512 544 81 14517828 0.000000 -0.001008
512 544 81 14517843 0.000000 0.000000
512 547 81 14517859 0.187500 0.011719
512 551 81 14517875 0.250000 0.003906
512 558 81 14517890 0.466667 0.014444
512 565 83 14517906 0.455007 -0.000729
512 566 84 14517921 0.094281 -0.024048
512 572 84 14517937 0.375000 0.017545
512 572 84 14517953 0.000000 -0.023438
512 574 83 14518046 0.024044 0.000259
512 574 81 14518062 0.125000 0.006310
512 574 79 14518078 0.125000 0.000000
512 573 74 14518093 0.339935 0.014329
512 571 73 14518109 0.139754 -0.012511
512 568 69 14518125 0.312500 0.010797
12 568 69 14518125 -1.#IND00 -1.#IND00
