513 557 475 14518937 0.000000 -0.005893
514 557 475 14519015 0.000000 0.000000
512 557 475 14519031 0.000000 0.000000
512 556 472 14519046 0.210819 0.014055
512 542 459 14519062 1.194061 0.061453
512 539 456 14519078 0.265165 -0.058056
512 524 442 14519093 1.367886 0.073515
512 498 425 14519109 1.941528 0.035853
512 418 376 14519125 5.863353 0.245114
512 386 356 14519140 2.515728 -0.223175
512 364 340 14519156 1.700184 -0.050972
512 341 303 14519171 2.904403 0.080281
512 336 287 14519187 1.047691 -0.116044
512 325 250 14519203 2.412532 0.085303
512 324 237 14519218 0.869227 -0.102887
512 316 214 14519234 1.521974 0.040797
512 309 201 14519250 0.922801 -0.037448
512 298 188 14519265 1.135292 0.014166
512 290 183 14519281 0.589624 -0.034104
512 275 170 14519296 1.323296 0.048911
512 269 162 14519312 0.625000 -0.043643
512 263 148 14519328 0.951972 0.020436
512 261 145 14519343 0.240370 -0.047440
512 259 139 14519359 0.395285 0.009682
512 256 134 14519375 0.364434 -0.001928
512 253 133 14519390 0.210819 -0.010241
512 247 130 14519406 0.419263 0.013028
512 245 128 14519421 0.188562 -0.015380
512 241 124 14519437 0.353553 0.010312
512 238 120 14519453 0.312500 -0.002566
512 233 114 14519468 0.520683 0.013879
512 227 110 14519484 0.450694 -0.004374
512 218 105 14519500 0.643477 0.012049
512 214 105 14519515 0.266667 -0.025121
512 210 103 14519531 0.279509 0.000803
512 210 102 14519546 0.066667 -0.014189
512 209 102 14519578 0.031250 -0.001107
513 566 83 14571937 0.000000 0.000000
512 566 82 14571984 0.021277 0.000453
512 566 82 14572000 0.000000 -0.001330
514 566 82 14572031 0.000000 0.000000
512 566 82 14572078 0.000000 0.000000
512 567 82 14572093 0.066667 0.004444
512 569 82 14572109 0.125000 0.003646
512 570 83 14572125 0.088388 -0.002288
512 570 86 14572140 0.200000 0.007441
512 570 89 14572156 0.187500 -0.000781
512 570 99 14572171 0.666667 0.031944
512 570 104 14572187 0.312500 -0.022135
512 572 125 14572203 1.318439 0.062871
512 574 137 14572218 0.811035 -0.033827
512 589 183 14572234 3.023993 0.138310
512 593 206 14572250 1.459077 -0.097807
512 599 252 14572265 3.092644 0.108904
512 599 270 14572281 1.125000 -0.122978
512 599 303 14572296 2.200000 0.071667
512 598 314 14572312 0.690335 -0.094354
512 597 343 14572328 1.813577 0.070203
512 597 353 14572343 0.666667 -0.076461
512 597 373 14572359 1.250000 0.036458
512 597 381 14572375 0.500000 -0.046875
512 597 387 14572390 0.400000 -0.006667
512 597 401 14572406 0.875000 0.029687
512 597 407 14572421 0.400000 -0.031667
512 593 419 14572437 0.790569 0.024411
512 593 422 14572453 0.187500 -0.037692
512 591 430 14572468 0.549747 0.024150
512 589 437 14572484 0.455007 -0.005921
512 585 448 14572500 0.731544 0.017284
512 583 455 14572515 0.485341 -0.016414
512 576 466 14572531 0.814900 0.020597
512 573 470 14572546 0.333333 -0.032104
512 569 476 14572562 0.450694 0.007335
512 569 476 14572578 0.000000 -0.028168
512 568 477 14572703 0.011314 0.000091
512 568 476 14572828 0.008000 -0.000027
513 70 573 14601828 0.000000 -0.000801
514 70 573 14601921 0.000000 0.000000
512 71 570 14601953 0.098821 0.003088
512 72 569 14601968 0.094281 -0.000303
512 73 568 14601984 0.088388 -0.000368
512 77 566 14602000 0.279509 0.011945
512 82 562 14602015 0.426875 0.009824
512 87 558 14602031 0.400195 -0.001667
512 109 538 14602046 1.982142 0.105463
512 138 512 14602062 2.434293 0.028259
512 255 429 14602078 8.965646 0.408210
512 309 392 14602093 4.363994 -0.306777
512 403 337 14602109 6.806764 0.152673
512 423 322 14602125 1.562500 -0.327766
512 447 299 14602140 2.216103 0.043574
512 450 291 14602156 0.534000 -0.105131
512 463 266 14602171 1.878534 0.089636
512 470 257 14602187 0.712610 -0.072870
512 499 229 14602203 2.519455 0.112928
512 507 222 14602218 0.708676 -0.120719
512 525 209 14602234 1.387725 0.042441
512 530 204 14602250 0.441942 -0.059111
512 535 199 14602265 0.471405 0.001964
512 538 193 14602281 0.419263 -0.003259
512 539 190 14602296 0.210819 -0.013896
512 547 179 14602312 0.850092 0.039955
512 550 173 14602328 0.419263 -0.026927
512 555 166 14602343 0.573488 0.010282
512 555 16
